test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Study_attendence_interaction,Passed the class
0.77,0.53,0.93,0.65,0.1,0.5,0.07,0.03,0.05,0
0.96,0.74,0.74,0.61,0.05,0.73,0.07,0.0,0.0365,0
0.82,0.52,0.86,0.66,0.02,0.5,0.1,0.03,0.01,0
0.54,0.84,0.88,0.85,0.1,0.81,0.08,0.04,0.08100000000000002,1
0.97,0.49,0.52,0.65,0.12,0.71,0.02,0.05,0.0852,1
0.68,0.56,0.53,0.88,0.02,0.68,0.05,0.0,0.013600000000000001,0
0.53,0.45,0.69,0.72,0.0,0.69,0.06,0.01,0.0,0
0.84,0.59,0.97,0.57,0.0,0.82,0.01,0.0,0.0,0
0.98,0.69,0.87,0.58,0.03,0.74,0.1,0.01,0.022199999999999998,0
0.66,0.62,0.96,0.63,0.04,0.66,0.08,0.03,0.026400000000000003,0
0.93,0.82,0.82,0.58,0.14,0.83,0.08,0.04,0.11620000000000001,1
0.77,0.86,0.56,0.96,0.05,0.73,0.06,0.0,0.0365,0
0.79,0.9,0.76,0.75,0.0,0.65,0.09,0.0,0.0,0
0.78,0.97,0.92,0.85,0.05,0.85,0.07,0.0,0.0425,1
0.95,0.7,0.54,0.52,0.06,0.64,0.07,0.0,0.0384,0
0.55,0.84,0.57,0.59,0.05,0.67,0.1,0.04,0.0335,1
0.84,0.47,0.87,0.74,0.0,0.54,0.1,0.01,0.0,0
0.9,0.98,0.53,0.53,0.07,0.95,0.05,0.0,0.0665,1
0.86,0.66,0.53,0.79,0.14,0.71,0.07,0.02,0.0994,0
0.73,0.7,0.84,0.99,0.04,0.68,0.06,0.02,0.027200000000000002,0
0.78,0.63,0.72,0.6,0.03,0.53,0.09,0.03,0.0159,0
0.98,0.88,0.77,0.68,0.05,0.61,0.09,0.01,0.0305,0
0.95,0.88,0.94,0.99,0.09,0.79,0.06,0.02,0.0711,1
0.8,0.91,0.5,0.62,0.0,0.59,0.1,0.0,0.0,0
0.84,0.83,0.5,0.85,0.02,0.74,0.06,0.03,0.0148,0
0.82,0.8,0.96,0.52,0.13,0.81,0.08,0.03,0.1053,1
0.7,0.65,0.87,0.97,0.1,0.69,0.05,0.05,0.06899999999999999,1
0.81,0.85,0.95,0.63,0.05,0.56,0.08,0.0,0.028000000000000004,0
0.72,0.98,0.65,0.59,0.1,0.73,0.04,0.01,0.073,0
0.82,0.92,0.42,0.87,0.04,0.67,0.07,0.02,0.0268,0
0.52,0.7,0.64,0.89,0.01,0.61,0.1,0.02,0.0061,0
0.67,0.57,0.56,0.76,0.01,0.64,0.06,0.01,0.0064,0
0.74,0.8,0.61,0.73,0.0,0.53,0.1,0.0,0.0,0
0.91,0.68,0.68,0.65,0.07,0.74,0.06,0.03,0.051800000000000006,0
0.8,0.85,0.85,0.59,0.18,0.82,0.04,0.05,0.14759999999999998,1
0.52,0.7,0.65,0.76,0.0,0.52,0.09,0.0,0.0,0
0.89,0.65,0.73,0.56,0.16,0.71,0.07,0.07,0.11359999999999999,1
0.95,0.62,0.65,0.77,0.0,0.59,0.09,0.0,0.0,0
0.73,0.59,0.96,0.75,0.09,0.64,0.05,0.04,0.0576,1
0.99,0.59,0.48,0.67,0.0,0.52,0.09,0.03,0.0,0
0.81,0.5,0.79,0.62,0.09,0.79,0.04,0.01,0.0711,0
0.96,0.87,0.5,0.57,0.05,0.74,0.06,0.04,0.037,1
0.71,0.75,0.46,0.76,0.1,0.76,0.05,0.03,0.07600000000000001,0
0.72,0.72,0.69,0.63,0.03,0.51,0.08,0.02,0.0153,0
0.51,0.52,0.93,0.9,0.07,0.86,0.07,0.0,0.060200000000000004,1
0.76,0.73,0.41,0.93,0.06,0.69,0.1,0.03,0.04139999999999999,0
0.91,0.65,0.69,0.55,0.13,0.72,0.08,0.0,0.0936,0
0.51,0.61,0.43,0.69,0.04,0.72,0.05,0.0,0.0288,0
0.75,0.93,0.97,0.77,0.09,0.68,0.07,0.0,0.061200000000000004,0
0.66,0.68,0.94,0.72,0.06,0.5,0.1,0.0,0.03,0
0.89,0.94,0.53,0.61,0.13,0.76,0.08,0.03,0.0988,1
0.82,0.8,0.52,0.73,0.12,0.83,0.1,0.04,0.0996,1
0.58,0.75,0.93,0.93,0.06,0.7,0.05,0.0,0.041999999999999996,0
0.92,0.91,0.64,0.71,0.0,0.5,0.08,0.0,0.0,0
0.97,0.78,0.52,0.75,0.03,0.72,0.09,0.0,0.021599999999999998,0
0.88,0.46,0.52,0.71,0.1,0.73,0.08,0.05,0.073,1
0.78,0.86,0.76,0.56,0.0,0.63,0.06,0.01,0.0,0
0.91,0.47,0.99,0.64,0.03,0.5,0.08,0.02,0.015,0
0.75,0.74,0.83,0.97,0.04,0.58,0.09,0.01,0.0232,0
0.84,0.52,0.45,0.79,0.05,0.54,0.1,0.02,0.027000000000000003,0
0.99,0.96,0.65,0.53,0.07,0.76,0.08,0.02,0.053200000000000004,1
0.74,0.51,0.93,0.55,0.06,0.71,0.1,0.02,0.0426,0
0.73,0.56,0.53,0.97,0.01,0.55,0.1,0.0,0.0055000000000000005,0
0.62,0.63,0.47,0.96,0.01,0.54,0.07,0.0,0.0054,0
0.56,0.7,0.63,0.51,0.15,0.72,0.09,0.06,0.108,1
0.85,0.72,0.61,0.8,0.14,0.77,0.06,0.05,0.1078,1
0.94,0.59,0.79,0.73,0.1,0.79,0.1,0.04,0.07900000000000001,1
0.69,0.58,0.78,0.84,0.09,0.6,0.08,0.02,0.054,0
0.5,0.92,0.88,0.96,0.08,0.72,0.05,0.05,0.0576,1
0.57,0.58,0.6,0.8,0.05,0.61,0.1,0.01,0.0305,0
0.95,0.47,0.82,0.74,0.02,0.5,0.1,0.0,0.01,0
0.65,0.94,0.65,0.57,0.15,0.7,0.06,0.05,0.105,1
0.63,0.73,0.49,0.61,0.16,0.8,0.09,0.06,0.128,1
0.61,0.98,0.52,0.51,0.05,0.57,0.07,0.0,0.028499999999999998,0
0.72,0.5,0.81,0.64,0.11,0.74,0.06,0.05,0.0814,1
0.64,0.93,0.92,0.89,0.05,0.72,0.04,0.02,0.036,0
0.77,0.67,0.97,0.81,0.03,0.75,0.09,0.04,0.0225,1
0.83,0.72,0.53,0.6,0.05,0.54,0.1,0.02,0.027000000000000003,0
0.51,0.58,0.48,0.66,0.03,0.75,0.06,0.01,0.0225,0
0.81,0.58,0.46,0.7,0.09,0.69,0.07,0.0,0.062099999999999995,0
0.72,0.64,0.78,0.71,0.04,0.5,0.1,0.01,0.02,0
0.71,0.57,0.97,0.82,0.1,0.68,0.08,0.01,0.068,0
0.74,0.71,0.7,0.78,0.03,0.6,0.09,0.0,0.018,0
0.71,0.79,0.89,0.64,0.07,0.62,0.06,0.0,0.0434,0
0.71,0.89,0.55,0.7,0.02,0.5,0.1,0.0,0.01,0
0.98,0.46,0.47,0.51,0.0,0.62,0.08,0.0,0.0,0
0.91,0.85,0.87,0.91,0.1,0.69,0.05,0.02,0.06899999999999999,0
0.55,0.89,0.9,0.87,0.07,0.61,0.1,0.03,0.0427,0
0.64,0.84,0.54,0.52,0.04,0.54,0.07,0.0,0.0216,0
0.92,0.92,0.64,0.74,0.04,0.5,0.08,0.0,0.02,0
0.86,0.68,0.86,0.62,0.01,0.76,0.05,0.0,0.0076,0
0.82,0.73,0.77,0.73,0.09,0.66,0.07,0.02,0.0594,0
0.57,0.47,0.8,0.8,0.01,0.69,0.06,0.0,0.0069,0
0.93,0.89,0.54,0.64,0.17,0.88,0.05,0.05,0.1496,1
0.93,0.48,0.64,0.55,0.07,0.77,0.08,0.0,0.0539,0
0.54,0.94,0.46,0.9,0.09,0.76,0.07,0.03,0.0684,1
0.88,0.46,0.65,0.59,0.13,0.75,0.05,0.07,0.0975,1
0.53,0.64,0.99,0.58,0.01,0.5,0.1,0.0,0.005,0
0.55,0.98,0.47,0.99,0.09,0.85,0.08,0.01,0.0765,1
0.94,0.97,0.57,0.9,0.11,0.6,0.08,0.0,0.066,0
0.81,0.59,0.6,0.99,0.04,0.79,0.06,0.02,0.0316,0
0.79,0.93,0.55,0.9,0.0,0.57,0.08,0.03,0.0,0
0.96,0.76,0.86,0.54,0.0,0.7,0.06,0.02,0.0,0
0.84,0.86,0.42,0.94,0.03,0.72,0.03,0.01,0.021599999999999998,0
0.89,0.45,0.4,0.93,0.12,0.76,0.06,0.04,0.0912,1
0.65,0.82,0.52,0.9,0.03,0.67,0.1,0.0,0.0201,0
0.62,0.79,0.93,0.68,0.11,0.69,0.07,0.01,0.0759,0
0.99,0.95,0.71,0.69,0.05,0.65,0.06,0.03,0.0325,0
0.91,0.51,0.51,0.82,0.07,0.67,0.09,0.02,0.046900000000000004,0
0.79,0.89,0.7,0.92,0.1,0.72,0.07,0.0,0.072,0
0.68,0.57,0.8,0.86,0.11,0.7,0.09,0.01,0.077,0
0.66,0.93,0.41,0.8,0.05,0.52,0.1,0.0,0.026000000000000002,0
0.68,0.45,0.8,0.88,0.02,0.58,0.08,0.0,0.0116,0
0.77,0.58,0.47,0.62,0.0,0.64,0.08,0.02,0.0,0
0.75,0.73,0.98,0.87,0.05,0.64,0.1,0.03,0.032,0
0.86,0.47,0.64,0.94,0.23,0.83,0.06,0.07,0.1909,1
0.75,0.9,0.44,0.55,0.07,0.61,0.1,0.03,0.0427,0
0.72,0.68,0.84,0.96,0.0,0.66,0.09,0.01,0.0,0
0.58,0.45,0.41,0.57,0.04,0.7,0.09,0.01,0.027999999999999997,0
0.61,0.92,0.81,0.92,0.11,0.5,0.1,0.05,0.055,1
0.5,0.54,0.97,0.59,0.02,0.5,0.09,0.0,0.01,0
0.5,0.57,0.77,0.9,0.0,0.58,0.1,0.0,0.0,0
0.96,0.8,0.78,0.53,0.21,0.86,0.07,0.07,0.18059999999999998,1
0.83,0.53,0.42,0.63,0.08,0.71,0.06,0.02,0.056799999999999996,0
0.81,0.58,0.85,0.53,0.14,0.73,0.05,0.07,0.10220000000000001,1
0.97,0.8,0.87,0.73,0.06,0.74,0.09,0.02,0.044399999999999995,0
0.74,0.54,0.77,0.96,0.15,0.81,0.03,0.03,0.1215,1
0.89,0.84,0.61,0.7,0.13,0.71,0.06,0.06,0.0923,1
0.94,0.67,0.79,0.59,0.1,0.69,0.05,0.06,0.06899999999999999,1
0.5,0.79,0.72,0.95,0.0,0.5,0.1,0.01,0.0,0
0.65,0.99,0.91,0.74,0.04,0.65,0.09,0.03,0.026000000000000002,0
0.88,0.51,0.71,0.55,0.09,0.75,0.08,0.0,0.0675,0
0.54,0.86,0.86,0.65,0.05,0.58,0.09,0.02,0.028999999999999998,0
0.71,0.79,0.56,0.93,0.09,0.69,0.08,0.02,0.062099999999999995,0
0.78,0.46,0.95,0.77,0.03,0.66,0.1,0.0,0.0198,0
0.52,0.59,0.57,0.85,0.07,0.76,0.04,0.0,0.053200000000000004,0
0.61,0.53,0.95,0.82,0.02,0.59,0.1,0.02,0.0118,0
0.75,0.91,0.42,0.79,0.1,0.61,0.08,0.04,0.061,1
0.65,0.61,0.95,0.85,0.01,0.58,0.1,0.0,0.0058,0
0.86,0.83,0.45,0.74,0.06,0.69,0.09,0.04,0.04139999999999999,1
0.71,0.96,0.88,0.62,0.07,0.69,0.1,0.02,0.0483,0
0.78,0.62,0.94,0.88,0.02,0.5,0.1,0.02,0.01,0
0.63,0.59,0.52,0.64,0.02,0.59,0.07,0.0,0.0118,0
0.77,0.62,0.94,0.87,0.08,0.58,0.09,0.0,0.0464,0
0.54,0.68,0.93,0.79,0.09,0.69,0.08,0.0,0.062099999999999995,0
0.96,0.67,0.7,0.63,0.09,0.73,0.08,0.05,0.0657,1
0.98,0.56,0.56,0.99,0.1,0.8,0.08,0.02,0.08000000000000002,1
0.79,0.67,0.6,0.53,0.07,0.8,0.09,0.03,0.05600000000000001,0
0.95,0.65,0.55,0.5,0.04,0.69,0.09,0.06,0.0276,1
0.54,0.7,0.56,0.52,0.0,0.56,0.09,0.0,0.0,0
0.61,0.52,0.71,0.94,0.03,0.58,0.07,0.01,0.0174,0
0.65,0.74,0.4,0.99,0.06,0.71,0.09,0.0,0.0426,0
0.75,0.78,0.87,0.85,0.04,0.72,0.05,0.03,0.0288,0
0.75,0.46,0.77,0.53,0.13,0.61,0.09,0.03,0.0793,0
0.97,0.49,0.47,0.92,0.08,0.92,0.07,0.04,0.0736,1
0.7,0.75,0.4,0.63,0.06,0.7,0.08,0.02,0.041999999999999996,0
0.88,0.77,0.41,0.74,0.1,0.78,0.05,0.0,0.07800000000000001,1
0.85,0.98,0.86,0.88,0.19,0.84,0.06,0.05,0.1596,1
0.82,0.48,0.76,0.52,0.05,0.55,0.09,0.02,0.027500000000000004,0
0.79,0.5,0.63,0.56,0.01,0.57,0.09,0.0,0.005699999999999999,0
0.86,0.67,0.66,0.57,0.09,0.61,0.09,0.01,0.0549,0
0.72,0.89,0.59,0.93,0.02,0.5,0.1,0.0,0.01,0
0.59,0.63,0.86,0.56,0.01,0.5,0.09,0.0,0.005,0
0.54,0.87,0.6,0.97,0.14,0.92,0.07,0.0,0.12880000000000003,1
0.85,0.89,0.81,0.74,0.15,0.73,0.08,0.06,0.1095,1
0.83,0.52,0.76,0.66,0.1,0.79,0.08,0.05,0.07900000000000001,1
0.8,0.83,0.74,0.75,0.1,0.64,0.07,0.06,0.064,1
0.59,0.57,0.77,0.53,0.0,0.53,0.1,0.02,0.0,0
0.68,0.45,0.92,0.98,0.01,0.76,0.06,0.0,0.0076,0
0.81,0.5,0.54,0.67,0.13,0.71,0.07,0.05,0.0923,1
0.5,0.51,0.89,0.53,0.02,0.6,0.08,0.0,0.012,0
0.54,0.92,0.85,0.66,0.03,0.66,0.06,0.01,0.0198,0
0.94,0.71,0.81,0.96,0.07,0.73,0.1,0.03,0.051100000000000007,0
0.53,0.59,0.69,0.66,0.08,0.63,0.09,0.05,0.0504,1
0.65,0.96,0.43,0.94,0.07,0.5,0.08,0.02,0.035,0
0.73,0.78,0.82,0.74,0.06,0.78,0.06,0.03,0.0468,1
0.65,0.67,0.91,0.52,0.0,0.64,0.06,0.0,0.0,0
0.51,0.92,0.78,0.61,0.06,0.57,0.09,0.0,0.034199999999999994,0
0.98,0.93,0.54,0.76,0.14,0.72,0.07,0.04,0.1008,1
0.77,0.68,0.62,0.66,0.06,0.79,0.07,0.01,0.0474,0
0.81,0.59,0.8,0.71,0.17,0.93,0.01,0.03,0.15810000000000002,1
0.76,0.79,0.54,0.88,0.04,0.61,0.05,0.0,0.0244,0
0.69,0.48,0.65,0.88,0.03,0.78,0.06,0.02,0.0234,0
0.73,0.88,0.51,0.92,0.04,0.64,0.1,0.02,0.0256,0
0.61,0.81,0.57,0.97,0.03,0.56,0.09,0.01,0.016800000000000002,0
0.99,0.61,0.45,0.85,0.1,0.65,0.06,0.05,0.065,1
0.84,0.75,0.57,0.65,0.06,0.84,0.04,0.03,0.05039999999999999,1
0.82,0.82,0.96,0.86,0.17,0.83,0.09,0.08,0.1411,1
0.82,0.54,0.89,0.78,0.08,0.59,0.07,0.01,0.0472,0
0.92,0.98,0.93,0.63,0.05,0.75,0.08,0.03,0.037500000000000006,1
0.86,0.94,0.63,0.56,0.04,0.75,0.05,0.0,0.03,0
0.61,0.71,0.77,0.9,0.14,0.7,0.07,0.03,0.098,0
0.52,0.86,0.67,0.77,0.08,0.73,0.09,0.0,0.0584,0
0.5,0.5,0.54,0.62,0.11,0.85,0.03,0.04,0.0935,1
0.82,0.5,0.58,0.65,0.06,0.54,0.07,0.03,0.0324,0
0.89,0.96,0.44,0.7,0.09,0.51,0.1,0.02,0.045899999999999996,0
0.59,0.59,0.43,0.53,0.12,0.65,0.1,0.02,0.078,0
0.92,0.48,0.56,0.88,0.08,0.5,0.1,0.05,0.04,1
0.93,0.92,0.92,0.84,0.11,0.59,0.09,0.03,0.0649,0
0.78,0.98,0.49,0.64,0.06,0.77,0.03,0.01,0.0462,1
0.62,0.84,0.51,0.75,0.11,0.63,0.07,0.05,0.0693,1
0.61,0.51,0.44,0.95,0.05,0.64,0.09,0.05,0.032,1
0.8,0.95,0.46,0.56,0.05,0.72,0.05,0.02,0.036,0
0.95,0.93,0.83,0.67,0.2,0.92,0.03,0.07,0.18400000000000002,1
0.51,0.97,0.62,0.74,0.05,0.68,0.1,0.03,0.034,0
0.99,0.89,0.41,0.86,0.05,0.5,0.08,0.0,0.025,0
0.84,0.91,0.69,0.7,0.14,0.73,0.1,0.0,0.10220000000000001,0
0.72,0.7,0.91,0.57,0.1,0.78,0.08,0.04,0.07800000000000001,1
0.66,0.75,0.88,0.69,0.03,0.65,0.09,0.01,0.0195,0
0.75,0.46,0.84,0.67,0.05,0.7,0.08,0.01,0.034999999999999996,0
0.57,0.72,0.76,0.68,0.09,0.62,0.1,0.04,0.055799999999999995,1
0.78,0.86,0.44,0.52,0.09,0.7,0.08,0.04,0.063,1
0.75,0.57,0.59,0.87,0.1,0.77,0.06,0.02,0.07700000000000001,0
0.59,0.62,0.65,0.67,0.06,0.8,0.06,0.02,0.048,0
0.75,0.74,0.83,0.76,0.11,0.65,0.09,0.0,0.07150000000000001,0
0.83,0.99,0.83,0.64,0.07,0.6,0.09,0.04,0.042,1
0.9,0.55,0.78,0.95,0.04,0.8,0.07,0.02,0.032,0
0.56,0.57,0.45,0.7,0.1,0.67,0.09,0.01,0.067,0
0.53,0.95,0.68,0.71,0.08,0.7,0.09,0.01,0.055999999999999994,0
0.99,0.68,0.49,0.57,0.11,0.74,0.04,0.03,0.0814,0
0.94,0.73,0.9,0.6,0.14,0.74,0.08,0.04,0.10360000000000001,1
0.6,0.98,0.55,0.92,0.05,0.84,0.08,0.0,0.042,1
0.78,0.49,0.73,0.61,0.09,0.67,0.08,0.03,0.0603,0
0.85,0.79,0.7,0.97,0.19,0.87,0.06,0.08,0.1653,1
0.74,0.63,0.75,0.88,0.06,0.62,0.08,0.0,0.0372,0
0.7,0.99,0.8,0.76,0.02,0.81,0.06,0.0,0.016200000000000003,0
0.85,0.57,0.97,0.84,0.11,0.63,0.09,0.05,0.0693,1
0.59,0.49,0.44,0.51,0.0,0.66,0.08,0.0,0.0,0
0.86,0.88,0.72,0.84,0.03,0.5,0.1,0.0,0.015,0
0.58,0.58,0.82,0.8,0.05,0.62,0.08,0.0,0.031,0
0.73,0.82,0.58,0.57,0.07,0.73,0.06,0.03,0.051100000000000007,0
0.84,0.66,0.71,0.69,0.08,0.53,0.06,0.0,0.0424,0
0.98,0.53,0.96,0.57,0.18,0.74,0.07,0.06,0.13319999999999999,1
0.84,0.93,0.62,0.53,0.09,1.0,0.04,0.06,0.09,1
0.97,0.84,0.42,0.8,0.06,0.55,0.1,0.02,0.033,0
0.85,0.7,0.4,0.81,0.04,0.67,0.09,0.03,0.0268,0
0.67,0.89,0.75,0.62,0.05,0.5,0.09,0.03,0.025,0
0.98,0.49,0.8,0.71,0.01,0.5,0.1,0.01,0.005,0
0.88,0.73,0.67,0.75,0.1,0.74,0.08,0.01,0.074,0
0.81,0.98,0.87,0.66,0.1,0.68,0.09,0.05,0.068,1
0.73,0.66,0.78,0.78,0.09,0.61,0.07,0.0,0.0549,0
0.72,0.93,0.44,0.76,0.12,0.67,0.09,0.04,0.0804,1
0.81,0.47,0.52,0.71,0.09,0.8,0.05,0.0,0.072,0
0.86,0.72,0.5,0.67,0.0,0.58,0.08,0.0,0.0,0
0.61,0.82,0.85,0.54,0.05,0.71,0.05,0.0,0.0355,0
0.98,0.58,0.61,0.61,0.06,0.5,0.07,0.02,0.03,0
0.62,0.91,0.88,0.51,0.14,0.69,0.1,0.02,0.0966,0
0.72,0.58,0.62,0.91,0.13,0.69,0.08,0.04,0.0897,1
0.74,0.87,0.51,0.56,0.05,0.58,0.09,0.0,0.028999999999999998,0
0.84,0.55,0.92,0.96,0.01,0.6,0.07,0.0,0.006,0
0.9,0.53,0.94,0.75,0.07,0.64,0.1,0.0,0.044800000000000006,0
0.79,0.82,0.92,0.88,0.06,0.73,0.08,0.0,0.0438,0
0.66,0.91,0.6,0.64,0.07,0.78,0.06,0.03,0.05460000000000001,1
0.98,0.88,0.58,0.97,0.15,0.69,0.05,0.03,0.1035,0
0.69,0.5,0.44,0.82,0.07,0.79,0.09,0.01,0.05530000000000001,0
0.97,0.45,0.63,0.96,0.04,0.57,0.09,0.03,0.022799999999999997,0
0.74,0.69,0.69,0.52,0.03,0.64,0.07,0.0,0.0192,0
0.71,0.6,0.47,0.91,0.0,0.5,0.09,0.0,0.0,0
0.62,0.96,0.41,0.97,0.1,0.67,0.1,0.06,0.067,1
0.68,0.59,0.98,0.51,0.07,0.82,0.08,0.05,0.0574,1
0.98,0.78,0.88,0.66,0.11,0.72,0.07,0.01,0.07919999999999999,0
0.85,0.61,0.73,0.5,0.07,0.64,0.1,0.02,0.044800000000000006,0
0.61,0.47,0.98,0.85,0.0,0.5,0.1,0.0,0.0,0
0.9,0.47,0.62,0.92,0.07,0.66,0.05,0.0,0.046200000000000005,0
0.68,0.81,0.42,0.66,0.13,0.74,0.07,0.04,0.09620000000000001,1
0.61,0.61,0.95,0.51,0.06,0.61,0.07,0.0,0.0366,0
0.58,0.99,0.91,0.82,0.16,0.73,0.08,0.01,0.1168,0
0.56,0.93,0.97,0.78,0.08,0.67,0.08,0.02,0.0536,0
0.77,0.96,0.97,0.55,0.18,0.78,0.05,0.07,0.1404,1
0.63,0.82,0.63,0.92,0.17,0.75,0.08,0.04,0.1275,1
0.8,0.45,0.57,0.85,0.01,0.73,0.04,0.04,0.0073,1
0.68,0.51,0.86,0.73,0.02,0.52,0.1,0.0,0.010400000000000001,0
0.96,0.7,0.76,0.6,0.06,0.81,0.1,0.02,0.048600000000000004,1
0.65,0.91,0.93,0.54,0.0,0.57,0.1,0.0,0.0,0
0.54,0.83,0.88,0.79,0.09,0.74,0.05,0.01,0.06659999999999999,0
0.84,0.63,0.7,0.59,0.09,0.8,0.09,0.05,0.072,1
0.61,0.96,0.53,0.86,0.08,0.7,0.08,0.0,0.055999999999999994,0
0.74,0.98,0.4,0.76,0.02,0.62,0.07,0.0,0.0124,0
0.7,0.74,0.53,0.76,0.15,0.76,0.07,0.01,0.11399999999999999,0
0.85,0.87,0.8,0.73,0.0,0.5,0.1,0.01,0.0,0
0.72,0.99,0.44,0.52,0.01,0.5,0.08,0.04,0.005,1
0.65,0.58,0.7,0.87,0.1,0.78,0.04,0.0,0.07800000000000001,1
0.88,0.57,0.7,0.75,0.08,0.65,0.06,0.04,0.052000000000000005,1
0.94,0.64,0.69,0.94,0.04,0.55,0.09,0.0,0.022000000000000002,0
0.91,0.7,0.75,0.97,0.08,0.7,0.06,0.04,0.055999999999999994,1
0.88,0.71,0.4,0.88,0.08,0.66,0.08,0.01,0.05280000000000001,0
0.63,0.69,0.42,0.67,0.12,0.59,0.08,0.06,0.07079999999999999,1
0.8,0.53,0.59,0.52,0.0,0.69,0.05,0.0,0.0,0
0.54,0.85,0.82,0.87,0.08,0.79,0.08,0.0,0.0632,1
0.84,0.92,0.87,0.91,0.14,0.76,0.08,0.02,0.10640000000000001,1
0.72,0.56,0.82,0.97,0.01,0.63,0.09,0.0,0.0063,0
0.78,0.54,0.6,0.74,0.06,0.66,0.04,0.0,0.0396,0
0.92,0.5,0.69,0.62,0.06,0.67,0.05,0.03,0.0402,0
0.6,0.94,0.81,0.74,0.0,0.63,0.1,0.0,0.0,0
0.67,0.78,0.83,0.73,0.08,0.63,0.08,0.02,0.0504,0
0.96,0.96,0.69,0.9,0.11,0.79,0.08,0.04,0.0869,1
0.61,0.85,0.44,0.65,0.14,0.76,0.05,0.06,0.10640000000000001,1
0.58,0.63,0.49,0.92,0.05,0.73,0.05,0.0,0.0365,0
0.59,0.5,0.63,0.9,0.07,0.8,0.05,0.01,0.05600000000000001,0
0.93,0.46,0.84,0.91,0.14,0.74,0.07,0.04,0.10360000000000001,1
0.66,0.59,0.9,0.6,0.03,0.66,0.09,0.03,0.0198,0
0.87,0.61,0.78,0.7,0.01,0.67,0.08,0.0,0.0067,0
0.56,0.6,0.87,0.8,0.06,0.67,0.09,0.01,0.0402,0
0.95,0.72,0.45,0.64,0.07,0.64,0.09,0.01,0.044800000000000006,0
0.62,0.65,0.49,0.94,0.05,0.67,0.07,0.01,0.0335,0
0.89,0.52,0.98,0.98,0.04,0.77,0.09,0.05,0.0308,1
0.91,0.54,0.81,0.85,0.03,0.5,0.08,0.03,0.015,0
0.58,0.54,0.97,0.92,0.1,0.77,0.05,0.04,0.07700000000000001,1
0.99,0.94,0.82,0.5,0.09,0.71,0.08,0.05,0.0639,1
0.76,0.54,0.93,0.77,0.17,0.72,0.07,0.06,0.12240000000000001,1
0.51,0.53,0.49,0.82,0.0,0.69,0.1,0.0,0.0,0
0.54,0.72,0.64,0.52,0.16,0.64,0.07,0.06,0.1024,1
0.78,0.68,0.53,0.64,0.08,0.64,0.07,0.0,0.0512,0
0.86,0.63,0.86,0.82,0.07,0.8,0.06,0.05,0.05600000000000001,1
0.87,0.77,0.78,0.81,0.02,0.5,0.1,0.0,0.01,0
0.68,0.48,0.52,0.72,0.02,0.67,0.08,0.0,0.0134,0
0.57,0.47,0.5,0.75,0.11,0.85,0.04,0.01,0.0935,0
0.97,0.86,0.78,0.97,0.0,0.71,0.08,0.01,0.0,0
0.94,0.56,0.5,0.66,0.0,0.64,0.07,0.02,0.0,0
0.5,0.62,0.85,0.58,0.0,0.5,0.09,0.02,0.0,0
0.71,0.67,0.88,0.54,0.12,0.81,0.06,0.04,0.09720000000000001,1
0.66,0.64,0.55,0.78,0.09,0.63,0.09,0.0,0.0567,0
0.56,0.5,0.72,0.55,0.0,0.58,0.1,0.0,0.0,0
0.74,0.97,0.8,0.96,0.06,0.65,0.08,0.02,0.039,0
0.94,0.78,0.8,0.9,0.09,0.57,0.1,0.06,0.05129999999999999,1
0.53,0.86,0.99,0.84,0.12,0.85,0.09,0.05,0.102,1
0.85,0.46,0.71,0.7,0.01,0.6,0.1,0.0,0.006,0
0.55,0.74,0.98,0.94,0.07,0.66,0.1,0.0,0.046200000000000005,0
0.8,0.53,0.49,0.94,0.04,0.58,0.07,0.03,0.0232,0
0.68,0.71,0.9,0.72,0.06,0.59,0.09,0.0,0.035399999999999994,0
0.93,0.86,0.54,0.84,0.04,0.7,0.05,0.04,0.027999999999999997,1
0.88,0.78,0.55,0.95,0.09,0.75,0.07,0.04,0.0675,1
0.76,0.84,0.82,0.51,0.04,0.94,0.04,0.0,0.0376,0
0.59,0.68,0.66,0.91,0.06,0.63,0.08,0.01,0.0378,0
0.75,0.93,0.95,0.58,0.16,0.72,0.06,0.02,0.1152,0
0.68,0.61,0.96,0.62,0.11,0.82,0.06,0.03,0.09019999999999999,1
0.88,0.73,0.88,0.92,0.14,0.82,0.07,0.03,0.1148,1
0.52,0.8,0.99,0.83,0.08,0.65,0.06,0.02,0.052000000000000005,0
0.94,0.94,0.9,0.65,0.15,0.79,0.07,0.03,0.1185,1
0.62,0.56,0.84,0.54,0.0,0.76,0.08,0.0,0.0,0
0.99,0.75,0.71,0.5,0.0,0.5,0.09,0.02,0.0,0
0.77,0.93,0.45,0.89,0.03,0.56,0.07,0.0,0.016800000000000002,0
0.69,0.53,0.86,0.71,0.01,0.65,0.08,0.0,0.006500000000000001,0
0.77,0.63,0.87,0.97,0.12,0.65,0.1,0.07,0.078,1
0.57,0.9,0.75,0.95,0.0,0.54,0.1,0.02,0.0,0
0.9,0.9,0.47,0.75,0.02,0.74,0.06,0.0,0.0148,0
0.88,0.61,0.64,0.83,0.06,0.7,0.07,0.0,0.041999999999999996,0
0.5,0.46,0.46,0.99,0.05,0.64,0.07,0.07,0.032,1
0.52,0.84,0.98,0.7,0.11,0.63,0.05,0.05,0.0693,1
