test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Passed the class
77,76,55,72,15,75,6,3,Yes
86,53,49,60,1,52,10,0,No
90,91,70,59,15,63,8,4,Yes
85,68,70,72,15,77,6,4,Yes
76,70,53,54,8,53,10,0,No
66,47,52,75,4,57,6,3,No
58,67,99,53,3,60,7,2,No
82,55,43,92,4,66,5,4,Yes
69,54,85,76,0,57,6,0,No
62,94,65,87,11,68,4,4,Yes
77,80,63,83,10,58,8,0,No
97,57,95,52,6,62,7,1,No
78,73,48,99,7,65,9,3,No
62,82,74,81,4,68,9,3,No
95,97,81,75,3,55,10,0,No
84,57,54,67,0,51,8,0,No
55,70,63,56,3,51,10,0,No
67,64,70,94,4,66,7,3,No
54,49,58,62,10,66,9,0,No
96,64,41,55,11,70,8,0,No
74,58,41,84,14,69,7,2,No
51,89,80,80,10,66,8,5,Yes
59,58,75,91,0,54,6,0,No
79,52,76,86,0,65,9,0,No
99,92,73,92,4,64,4,1,No
94,57,96,53,5,80,7,1,Yes
54,68,78,91,2,59,6,0,No
82,59,58,53,10,86,7,0,No
50,95,77,94,13,70,8,2,No
67,45,62,57,0,65,7,0,No
81,66,55,87,0,54,5,0,No
96,78,85,60,16,81,7,5,Yes
98,94,83,51,10,50,7,4,Yes
60,95,45,67,5,53,10,0,No
70,84,97,67,15,65,5,3,No
75,47,98,71,12,93,2,3,Yes
74,99,65,61,5,76,6,0,Yes
71,70,61,66,11,74,4,2,No
76,58,84,66,12,68,7,5,Yes
98,85,86,85,13,67,4,5,Yes
62,52,63,78,12,66,8,4,Yes
82,93,85,98,4,71,6,0,No
83,99,79,65,9,70,10,4,Yes
90,99,60,90,17,86,6,8,Yes
84,60,69,60,5,71,8,0,No
50,86,91,93,3,67,8,0,No
70,65,50,92,7,59,5,2,No
97,54,92,94,0,52,10,0,No
55,69,48,71,7,68,3,2,No
77,82,51,79,0,64,10,1,No
66,66,65,57,12,70,4,4,Yes
54,93,77,95,0,50,7,0,No
80,92,90,67,12,74,8,7,Yes
54,91,42,95,3,71,9,0,No
87,98,72,65,3,52,10,3,No
52,90,54,96,7,64,10,1,No
72,48,86,69,7,58,7,5,Yes
86,48,44,88,7,77,3,1,No
86,74,93,57,9,89,6,4,Yes
59,46,63,79,8,81,4,4,Yes
59,73,50,87,0,50,8,0,No
68,87,96,78,8,71,7,4,Yes
66,80,94,62,0,66,10,0,No
70,65,72,66,0,77,8,0,No
63,65,62,89,0,54,8,0,No
58,92,49,92,0,59,7,0,No
95,65,96,66,7,55,7,4,Yes
50,48,91,58,0,50,10,0,No
94,45,82,51,8,69,7,4,Yes
62,70,67,91,14,89,7,4,Yes
53,95,78,73,15,75,9,5,Yes
50,46,96,70,0,60,9,1,No
98,53,56,95,1,50,10,0,No
89,99,83,51,13,74,6,4,Yes
81,89,65,54,8,62,10,2,No
83,62,64,66,6,61,10,2,No
77,92,75,73,1,78,5,2,No
80,92,51,57,9,65,8,0,No
57,86,95,79,11,68,9,1,No
88,85,42,99,4,66,9,1,No
75,55,89,71,8,50,10,2,No
83,69,68,73,8,60,10,5,Yes
52,70,83,75,2,50,10,1,No
99,80,95,57,8,62,5,5,Yes
61,86,63,61,2,81,5,0,No
50,79,58,63,10,50,6,0,No
93,82,52,79,3,50,10,0,No
54,47,55,84,2,76,7,1,No
79,85,79,80,12,70,7,3,No
79,79,66,77,5,69,7,0,No
66,94,98,95,3,64,5,2,No
97,84,45,76,9,70,8,4,Yes
96,66,81,85,17,74,10,6,Yes
72,52,96,50,12,50,10,2,No
64,59,49,90,9,69,6,1,No
86,89,77,63,13,84,4,5,Yes
70,51,47,59,8,78,8,1,No
63,63,57,99,7,73,5,3,No
51,84,71,91,11,70,7,0,No
60,86,56,56,9,71,5,2,No
88,61,97,89,7,76,7,0,Yes
87,45,81,63,7,52,6,1,No
83,89,41,85,10,88,10,5,Yes
87,73,83,76,9,79,5,4,Yes
99,57,59,60,9,87,3,2,No
83,92,49,91,3,66,10,0,No
67,73,48,98,5,60,7,0,No
79,85,87,86,1,66,8,0,No
64,86,78,91,8,76,10,3,Yes
76,50,80,59,8,87,4,5,Yes
83,49,64,56,13,70,5,4,Yes
87,78,64,66,9,65,7,3,No
82,55,63,61,4,75,5,5,Yes
73,53,45,86,4,62,10,0,No
64,82,69,86,10,64,9,0,No
79,84,98,85,4,59,9,0,No
91,85,49,56,9,50,10,1,No
66,53,78,73,10,63,6,6,Yes
54,52,70,83,15,79,7,7,Yes
78,88,57,50,14,74,7,4,Yes
53,84,82,78,4,69,9,1,No
59,47,72,75,1,74,6,1,No
66,57,92,59,9,93,4,4,Yes
59,63,95,50,5,62,5,2,No
66,78,58,94,0,50,10,0,No
69,76,62,66,20,76,8,7,Yes
73,93,44,90,9,77,5,2,Yes
54,60,99,85,11,96,4,5,Yes
83,80,65,58,6,68,6,2,No
55,62,68,88,5,70,10,0,No
51,58,63,72,6,64,8,3,No
62,74,45,78,5,67,6,1,No
92,46,93,51,3,75,9,3,No
92,57,78,67,18,86,0,6,Yes
97,71,94,77,10,69,7,3,No
60,97,43,96,0,63,6,0,No
96,96,97,91,10,66,7,0,No
72,61,87,98,0,72,8,5,Yes
65,75,99,56,2,81,4,0,No
80,59,81,60,7,58,10,3,No
60,64,65,56,8,60,6,3,No
65,49,54,92,0,56,6,4,Yes
57,51,52,73,13,82,5,5,Yes
53,62,79,64,2,58,10,1,No
89,55,61,80,6,75,8,4,Yes
53,76,98,68,14,58,8,4,Yes
74,94,52,59,16,75,7,1,No
52,71,95,97,3,64,10,0,No
81,70,78,57,12,63,10,6,Yes
52,81,56,50,7,66,7,2,No
76,89,75,51,21,92,2,8,Yes
78,72,78,78,4,63,10,0,No
81,94,87,91,16,80,6,7,Yes
99,46,64,59,4,78,3,3,No
68,64,73,91,1,52,10,1,No
70,48,60,58,4,67,9,3,No
54,57,64,99,0,50,8,0,No
67,68,64,80,2,50,10,2,No
77,92,61,81,6,73,7,0,No
91,82,62,51,7,62,9,1,No
71,84,64,73,12,75,5,2,Yes
70,92,53,86,12,57,9,4,Yes
55,89,53,92,7,50,9,0,No
50,99,65,55,0,53,10,0,No
54,73,79,57,0,54,8,0,No
90,80,69,89,5,61,8,2,No
61,46,65,74,1,76,4,1,No
75,85,77,91,5,50,10,0,No
95,62,61,92,15,68,7,4,Yes
83,93,78,74,5,61,5,0,No
98,52,78,95,3,62,10,0,No
63,59,73,60,6,76,8,1,No
75,85,64,84,5,64,7,0,No
94,61,75,50,10,78,4,1,Yes
76,67,52,72,8,80,6,4,Yes
58,46,68,52,14,60,7,6,Yes
75,50,81,90,4,75,6,4,Yes
96,73,48,50,18,76,8,6,Yes
71,71,54,93,10,70,9,5,Yes
96,81,70,61,11,72,7,4,Yes
79,93,83,87,0,64,6,0,No
92,78,66,89,0,50,5,0,No
97,62,70,80,0,50,9,1,No
66,86,49,78,8,63,4,3,No
75,54,90,84,10,76,5,3,Yes
85,82,92,77,11,84,6,5,Yes
50,88,76,70,7,60,9,2,No
57,61,46,60,10,79,6,4,Yes
98,57,99,75,13,71,7,2,No
84,96,71,60,7,70,8,4,Yes
64,92,91,54,10,64,5,1,No
96,86,50,56,11,72,5,1,No
71,71,87,80,11,62,9,6,Yes
63,97,84,88,9,70,8,2,No
75,46,67,91,7,76,6,2,No
77,78,43,57,4,60,10,1,No
72,75,87,76,8,71,10,3,No
63,67,84,70,4,68,6,5,Yes
73,51,70,79,0,71,9,0,No
51,82,68,63,8,50,9,4,Yes
94,77,72,50,3,70,4,0,No
75,56,93,94,6,55,9,0,No
63,89,43,73,5,53,10,1,No
56,56,98,55,2,56,7,1,No
52,63,86,55,12,63,10,0,No
96,53,97,54,15,77,6,4,Yes
72,54,65,84,4,54,10,1,No
95,61,92,93,12,78,8,1,Yes
92,94,70,64,1,50,9,0,No
96,84,70,84,3,74,10,2,No
94,83,66,97,8,52,10,3,No
67,85,64,99,2,66,4,0,No
87,54,87,90,8,60,4,3,No
84,56,75,57,8,64,9,5,Yes
64,59,88,92,5,56,4,0,No
74,75,70,84,19,58,8,8,Yes
86,59,82,54,9,64,10,4,Yes
77,72,96,80,10,58,10,1,No
59,48,76,91,7,53,8,3,No
88,80,97,80,3,59,10,2,No
66,99,84,86,18,75,6,6,Yes
88,45,83,57,0,61,8,0,No
71,88,98,55,9,74,6,2,No
75,78,62,72,11,59,10,2,No
93,91,74,65,14,60,6,5,Yes
74,61,43,93,5,73,7,4,Yes
66,83,67,98,11,68,9,4,Yes
62,82,81,57,1,81,10,0,No
69,88,80,53,16,55,10,2,No
74,95,81,81,7,70,3,3,No
53,77,52,98,4,56,10,0,No
59,65,40,52,3,55,8,0,No
52,70,51,99,7,62,10,2,No
90,90,82,65,1,74,4,0,No
94,80,92,83,13,56,7,3,No
67,49,79,62,2,50,9,3,No
96,77,65,82,15,81,6,6,Yes
85,45,94,71,0,77,8,2,No
96,97,85,80,10,63,10,5,Yes
71,50,85,73,8,79,4,2,No
83,81,91,52,11,80,9,6,Yes
96,46,62,82,4,67,8,0,No
57,97,88,79,1,63,6,0,No
89,49,61,75,4,60,4,0,No
98,70,96,83,14,83,9,6,Yes
93,85,90,71,19,86,5,6,Yes
68,95,91,79,0,54,8,0,No
91,97,95,84,5,50,10,0,No
90,91,67,74,0,52,7,1,No
86,57,92,77,4,53,8,2,No
55,56,92,82,2,61,7,2,No
75,49,56,72,0,65,8,0,No
83,46,45,75,14,78,8,4,Yes
94,48,53,58,12,77,8,2,No
55,71,89,57,7,69,9,4,Yes
86,94,56,86,8,68,10,2,No
82,97,77,82,13,72,6,1,No
71,54,44,64,1,73,8,0,No
70,57,52,98,7,62,7,3,No
55,88,87,96,4,62,8,0,No
55,46,92,57,16,54,9,5,Yes
97,70,48,70,1,56,6,0,No
53,59,83,52,4,61,9,1,No
79,90,81,58,1,73,7,0,No
60,54,65,63,9,56,9,3,No
79,66,52,87,10,69,7,0,No
80,84,58,76,4,63,4,0,No
73,69,87,69,0,66,8,0,No
58,59,56,53,3,58,10,0,No
52,57,55,73,1,67,10,1,No
80,52,69,76,6,69,8,0,No
89,65,71,61,15,67,10,5,Yes
86,65,53,77,10,59,9,2,No
85,66,87,84,11,92,6,3,Yes
73,90,95,73,8,63,8,3,No
80,77,54,80,21,64,7,7,Yes
55,89,51,52,7,62,9,3,No
51,71,76,79,9,62,10,3,No
69,84,50,76,13,61,9,2,No
77,94,44,66,8,68,8,5,Yes
60,66,95,55,7,69,7,2,No
53,74,95,96,3,50,9,5,Yes
64,53,50,92,5,66,8,2,No
55,89,73,67,14,81,7,4,Yes
98,79,58,84,14,64,8,4,Yes
79,62,65,76,10,57,7,4,Yes
87,86,65,66,13,63,10,2,No
51,49,56,60,4,59,10,0,No
64,71,70,87,11,70,7,0,No
60,50,58,86,4,52,9,0,No
57,76,83,91,0,56,10,0,No
75,52,59,83,15,72,6,4,Yes
94,83,98,96,7,68,9,1,No
93,65,62,81,13,58,8,5,Yes
54,62,64,92,3,55,8,3,No
55,58,67,95,0,52,7,0,No
75,59,76,95,6,81,6,2,Yes
53,86,51,84,0,70,8,0,No
68,70,87,77,10,68,10,1,No
69,97,40,71,7,51,9,2,No
82,88,41,65,14,82,5,1,No
69,76,49,95,8,79,7,4,Yes
98,83,73,91,3,61,10,0,No
61,72,71,89,9,63,10,5,Yes
96,83,64,61,1,53,6,0,No
50,87,49,54,5,71,8,2,No
75,76,94,75,0,65,10,2,No
63,57,89,75,7,55,7,0,No
87,59,40,62,8,58,9,2,No
86,62,71,73,8,56,9,6,Yes
60,83,76,93,2,79,4,0,No
85,50,51,52,13,75,8,4,Yes
62,99,88,81,12,82,8,3,Yes
92,55,96,72,8,68,7,1,No
52,76,90,98,3,66,6,0,No
82,84,57,86,6,62,10,3,No
55,64,69,87,5,78,4,0,No
99,77,52,94,3,65,10,1,No
59,84,93,87,11,69,8,3,No
54,52,42,62,11,51,9,4,Yes
72,95,60,64,16,80,9,4,Yes
59,79,81,51,5,69,7,0,No
93,49,53,60,13,84,6,2,No
51,79,79,65,13,69,9,5,Yes
62,91,49,67,4,56,8,2,No
89,58,41,83,2,79,7,2,No
51,65,99,59,11,56,7,1,No
69,91,84,62,5,56,10,0,No
50,68,76,81,2,76,6,0,No
86,61,50,57,11,79,7,3,No
58,62,95,56,0,56,10,1,No
66,78,40,97,4,61,7,3,No
58,56,65,66,0,57,10,0,No
60,60,81,90,1,69,7,1,No
64,48,98,76,2,70,9,0,No
73,69,99,57,3,68,10,0,No
87,78,52,78,6,73,9,0,No
84,72,67,86,0,65,8,3,No
79,90,75,76,3,50,6,0,No
80,55,60,86,13,76,9,3,Yes
98,57,49,73,9,65,8,2,No
54,75,51,94,3,84,5,0,No
93,69,85,65,4,50,8,0,No
99,83,66,75,12,60,6,1,No
63,54,42,80,6,67,8,3,No
60,68,67,76,0,50,9,0,No
58,45,41,75,2,87,5,4,Yes
83,97,67,92,2,68,9,1,No
61,69,90,64,3,57,8,1,No
84,72,70,98,11,75,7,3,Yes
84,80,82,64,11,73,6,5,Yes
50,62,60,72,10,63,9,0,No
89,50,46,74,7,54,8,4,Yes
71,46,89,93,0,50,7,0,No
78,47,70,53,0,56,8,0,No
57,90,53,85,9,79,6,0,Yes
60,52,78,65,6,72,6,4,Yes
90,75,93,96,2,84,7,0,No
86,92,78,89,7,58,10,6,Yes
63,63,94,70,15,63,5,3,No
79,94,48,89,13,71,9,4,Yes
84,50,62,92,14,78,10,4,Yes
70,58,51,66,0,65,9,0,No
86,47,68,52,15,79,7,4,Yes
54,92,77,56,4,66,9,1,No
68,45,97,61,13,68,9,3,No
63,88,95,50,9,65,2,5,Yes
75,74,78,92,10,86,2,2,Yes
53,90,61,86,10,58,9,3,No
74,63,43,55,7,69,8,0,No
94,98,87,95,12,84,9,2,Yes
91,63,46,98,2,52,9,0,No
74,53,99,72,5,55,8,1,No
67,51,79,74,9,72,4,3,No
89,90,47,74,9,73,6,4,Yes
57,81,99,52,5,62,7,1,No
88,94,99,53,10,75,8,3,Yes
89,85,91,79,1,50,10,0,No
63,97,97,82,13,67,5,3,No
81,51,96,78,0,72,9,0,No
87,53,74,53,6,50,4,1,No
82,48,48,63,10,91,8,1,No
72,69,90,70,7,66,6,2,No
64,93,52,56,5,81,9,0,No
82,56,78,70,12,84,5,5,Yes
74,50,59,56,2,64,9,3,No
66,62,60,50,14,77,6,2,No
82,84,86,83,7,86,7,0,Yes
96,65,58,72,6,55,7,0,No
51,59,41,52,9,68,5,2,No
63,47,83,67,3,57,10,3,No
89,46,79,92,7,59,7,0,No
89,99,69,61,12,83,10,3,Yes
88,85,62,63,2,66,9,3,No
55,84,94,90,10,74,9,0,No
55,48,79,77,0,64,10,2,No
52,76,52,91,6,74,6,0,No
56,46,72,94,3,61,8,0,No
57,90,71,73,0,71,8,3,No
91,73,67,73,16,75,5,8,Yes
64,46,63,52,6,66,7,0,No
96,78,81,58,5,61,8,4,Yes
78,71,67,73,8,66,10,3,No
82,98,69,51,21,84,6,8,Yes
79,83,92,89,3,63,9,0,No
88,88,95,77,12,64,9,5,Yes
76,82,80,56,3,61,10,2,No
85,62,68,58,9,66,9,2,No
78,80,73,94,4,62,8,4,Yes
87,63,90,88,6,50,9,0,No
82,71,61,88,8,75,1,2,Yes
86,89,64,82,15,73,6,3,No
76,64,53,83,0,63,9,2,No
82,65,49,70,15,80,5,6,Yes
53,67,49,78,0,50,8,0,No
71,74,47,76,8,74,9,3,No
51,69,53,66,6,55,7,0,No
59,75,84,91,6,69,6,4,Yes
54,71,77,96,6,50,8,0,No
59,78,71,97,9,50,7,2,No
82,52,92,72,9,78,5,1,Yes
87,63,84,94,6,71,2,4,Yes
62,85,71,70,10,68,10,1,No
80,70,42,57,6,65,7,4,Yes
96,72,99,58,8,51,9,4,Yes
85,48,59,82,12,71,3,0,No
94,75,52,53,14,74,5,8,Yes
73,60,94,67,11,66,8,0,No
64,95,62,81,2,60,6,0,No
78,54,58,79,8,57,10,4,Yes
57,82,55,74,9,53,9,4,Yes
54,92,75,82,16,77,6,6,Yes
78,54,74,84,10,57,9,3,No
96,89,86,91,6,70,6,0,No
53,53,86,83,3,66,4,1,No
61,83,89,99,0,70,8,0,No
94,80,93,51,8,70,5,3,No
51,95,46,62,5,94,5,0,No
76,80,91,90,5,61,10,6,Yes
80,63,76,72,3,66,8,2,No
85,63,47,72,15,68,8,5,Yes
85,56,64,80,0,69,5,0,No
75,57,62,51,0,61,5,1,No
92,69,49,51,19,60,10,7,Yes
76,80,69,54,12,63,10,5,Yes
54,69,72,63,7,64,10,2,No
69,72,50,72,7,53,10,1,No
60,86,74,84,4,68,7,0,No
59,97,66,95,1,50,10,0,No
89,83,92,50,10,67,10,3,No
87,74,42,90,12,68,10,6,Yes
55,49,86,97,1,70,10,1,No
57,61,88,98,0,57,7,0,No
72,62,89,89,10,77,10,3,Yes
96,87,47,64,13,76,9,2,Yes
75,91,94,79,12,59,9,5,Yes
95,65,52,70,7,88,5,1,Yes
92,66,81,57,0,70,10,0,No
61,83,42,56,1,50,10,0,No
75,94,59,90,14,62,8,5,Yes
62,50,85,83,0,71,8,1,No
89,94,84,91,12,80,8,3,Yes
67,60,74,86,1,67,6,0,No
74,46,52,97,0,50,10,0,No
82,95,59,81,17,70,9,5,Yes
96,45,63,82,16,88,10,3,Yes
89,74,96,55,8,73,7,1,No
92,87,94,91,6,58,10,4,Yes
61,96,48,59,13,86,5,5,Yes
93,81,69,75,0,79,8,2,No
85,92,64,94,14,68,7,6,Yes
97,67,55,75,18,70,9,5,Yes
53,45,94,68,7,81,5,3,No
54,63,94,84,0,75,4,0,No
86,90,47,94,16,91,4,4,Yes
57,47,83,53,6,69,10,0,No
91,46,97,74,6,60,8,1,No
98,81,67,57,4,72,7,3,No
77,61,51,61,1,57,9,0,No
80,72,90,73,13,68,8,4,Yes
58,62,63,73,5,66,9,0,No
78,77,88,66,7,66,8,0,No
63,59,68,74,6,60,10,2,No
89,66,54,82,0,50,10,0,No
90,85,93,76,8,65,10,3,No
71,71,57,51,7,60,10,1,No
60,99,46,58,15,61,9,5,Yes
72,81,52,82,11,72,7,3,No
50,76,58,68,0,61,10,0,No
95,89,87,98,7,74,5,4,Yes
86,63,82,54,12,73,5,5,Yes
70,72,97,96,0,59,8,0,No
75,72,44,69,15,82,7,6,Yes
95,54,65,73,7,68,6,4,Yes
85,64,41,80,10,72,8,2,No
72,69,72,93,4,69,5,0,No
50,65,87,53,3,57,8,0,No
89,58,76,81,2,71,4,0,No
64,66,64,96,14,74,7,4,Yes
70,97,64,84,11,70,10,4,Yes
96,70,78,63,3,72,7,1,No
58,88,69,85,10,65,10,4,Yes
58,55,80,55,10,66,10,4,Yes
59,99,43,66,13,78,6,4,Yes
75,51,58,67,7,69,9,6,Yes
90,61,66,57,8,100,2,1,No
84,62,91,61,2,72,7,3,No
74,51,86,66,12,50,10,1,No
75,64,78,80,10,73,5,2,No
60,82,63,50,12,54,9,4,Yes
87,55,89,60,0,56,8,0,No
51,88,76,91,11,73,9,5,Yes
56,60,92,65,5,60,6,0,No
67,95,64,86,12,50,8,2,No
76,99,68,98,2,63,8,0,No
83,71,70,77,16,70,5,0,No
76,95,84,58,5,71,10,0,No
66,55,74,57,11,52,5,6,Yes
92,60,67,74,6,59,7,0,No
93,67,77,59,17,85,6,2,Yes
73,56,97,89,7,50,10,3,No
74,84,83,52,17,82,3,2,Yes
56,47,92,72,4,56,7,3,No
55,46,89,72,0,58,8,1,No
73,82,89,93,9,58,10,2,No
82,92,43,53,8,65,9,3,No
98,96,67,99,6,56,7,6,Yes
78,68,91,72,13,61,10,4,Yes
92,73,70,58,1,69,8,4,Yes
71,91,62,53,17,76,7,6,Yes
75,90,53,83,7,69,8,2,No
77,78,67,88,0,61,7,0,No
99,64,53,67,10,83,7,2,Yes
70,62,40,83,7,71,7,2,No
98,58,82,83,7,72,10,5,Yes
56,62,71,91,2,69,10,2,No
66,46,93,52,12,63,8,5,Yes
69,45,98,68,8,86,7,2,Yes
90,64,80,83,5,52,7,3,No
98,78,57,75,10,73,8,6,Yes
69,85,99,84,3,66,6,0,No
71,85,44,90,12,96,4,3,Yes
77,92,81,92,18,82,7,5,Yes
89,55,54,80,12,64,6,2,No
98,71,98,92,5,59,7,0,No
56,67,81,76,1,57,7,2,No
50,82,55,52,7,68,7,3,No
81,88,75,86,0,62,10,0,No
62,47,75,61,10,74,9,0,No
79,56,79,96,10,70,7,5,Yes
72,74,69,72,6,71,10,2,No
68,75,77,66,5,54,9,1,No
81,67,62,65,6,50,10,0,No
79,45,50,66,14,85,6,1,No
78,85,99,64,6,50,10,0,No
98,64,64,75,2,61,7,0,No
94,98,84,94,5,57,8,3,No
78,50,90,51,11,89,8,4,Yes
79,55,82,66,1,80,6,2,No
65,79,41,50,13,73,6,2,No
89,48,74,79,5,62,5,0,No
68,73,86,81,0,57,10,0,No
67,54,63,79,9,71,5,3,No
50,95,52,91,5,74,10,3,No
63,73,96,53,8,100,6,5,Yes
96,82,81,91,5,54,6,5,Yes
99,45,76,93,13,75,7,3,Yes
51,84,95,81,8,66,7,3,No
77,52,69,84,17,72,9,4,Yes
98,82,50,50,12,68,7,6,Yes
99,61,62,68,6,65,10,0,No
79,63,99,82,2,64,10,0,No
87,77,85,68,1,65,7,0,No
53,59,67,85,4,69,7,0,No
50,89,68,76,6,52,10,4,Yes
57,75,96,62,14,67,7,3,No
78,65,91,76,5,70,6,3,No
88,47,54,95,11,85,3,3,Yes
52,46,84,63,4,69,5,0,No
81,79,97,73,17,74,9,5,Yes
59,85,42,84,0,65,8,0,No
59,60,48,68,12,75,6,6,Yes
68,89,47,74,5,55,10,5,Yes
95,95,86,60,13,71,3,5,Yes
83,94,94,58,16,78,6,1,Yes
82,65,72,55,5,72,7,2,No
72,56,73,85,0,74,5,0,No
77,72,48,86,1,79,8,0,No
81,56,92,78,2,50,10,0,No
99,77,56,58,0,58,9,0,No
56,64,80,82,4,79,5,0,No
78,84,40,72,11,79,5,3,No
57,93,79,64,8,76,7,2,Yes
50,65,44,60,3,56,7,0,No
52,96,69,72,2,55,9,0,No
73,98,50,75,5,72,9,0,No
72,83,67,50,9,64,10,0,No
57,85,77,79,11,60,8,4,Yes
96,93,56,66,1,62,9,0,No
86,86,89,96,9,67,8,3,No
52,80,62,95,7,76,8,0,Yes
82,66,57,90,2,66,8,0,No
77,70,76,72,10,89,10,1,Yes
96,51,66,85,12,62,9,4,Yes
57,51,64,90,2,62,10,0,No
83,52,44,54,2,68,5,2,No
84,70,99,84,18,83,8,5,Yes
81,68,58,99,11,74,6,9,Yes
73,68,66,58,7,50,10,4,Yes
63,84,52,53,3,50,10,0,No
81,92,93,56,4,53,2,0,No
95,56,46,50,10,75,10,4,Yes
92,91,65,65,5,50,7,0,No
65,52,53,74,1,68,5,0,No
53,98,66,55,6,63,7,1,No
86,53,97,87,10,67,6,3,No
70,47,98,63,14,93,4,5,Yes
63,98,47,86,9,87,6,0,Yes
80,65,70,60,3,56,10,0,No
97,75,74,50,7,75,6,4,Yes
67,92,66,91,14,74,7,9,Yes
56,91,43,50,13,82,6,4,Yes
59,68,81,85,12,68,7,4,Yes
56,48,43,57,10,57,10,3,No
82,64,57,81,16,76,10,7,Yes
72,60,62,82,7,75,8,0,No
70,54,71,57,9,68,10,5,Yes
68,87,51,63,3,71,2,3,No
97,70,91,73,9,82,5,5,Yes
68,73,59,98,8,80,5,2,Yes
85,49,86,90,10,75,10,3,Yes
78,55,84,78,3,50,10,3,No
67,73,51,74,0,50,10,1,No
51,89,47,55,4,70,9,0,No
50,59,93,50,10,78,10,3,No
96,50,61,72,6,66,6,0,No
54,92,66,90,9,72,6,3,No
69,59,80,82,3,62,8,1,No
60,87,91,63,12,73,8,2,No
91,64,80,77,7,71,9,3,No
51,78,56,78,5,74,7,1,No
52,46,98,92,11,72,8,3,No
72,88,96,89,15,75,9,4,Yes
61,60,71,72,12,71,9,3,No
69,63,72,93,4,66,8,1,No
54,78,70,87,3,50,10,2,No
86,93,94,98,4,73,6,1,No
87,58,45,92,0,58,9,0,No
79,68,78,59,2,54,10,2,No
58,72,48,76,2,76,5,3,No
83,92,81,57,2,59,9,0,No
93,76,71,93,0,50,10,0,No
84,81,75,53,1,68,10,0,No
71,54,55,70,5,60,10,0,No
93,93,51,70,11,67,10,5,Yes
73,89,80,79,9,78,7,0,Yes
66,92,42,62,5,75,8,0,No
59,53,97,52,3,50,8,0,No
79,68,66,69,9,68,9,2,No
95,80,66,85,9,55,10,4,Yes
72,73,48,89,10,66,10,1,No
81,73,56,54,2,54,8,2,No
66,92,85,71,16,87,7,8,Yes
99,67,44,51,11,60,6,5,Yes
66,71,65,74,10,75,7,2,No
63,75,60,89,1,58,8,0,No
58,87,40,73,1,50,10,1,No
89,51,40,54,3,55,4,2,No
51,93,74,65,10,57,10,3,No
94,98,48,64,3,55,6,4,Yes
74,89,62,62,10,60,8,0,No
88,48,77,60,14,71,10,4,Yes
58,58,80,65,2,72,3,2,No
71,86,43,67,3,54,7,2,No
92,86,91,74,5,54,10,0,No
95,54,58,96,6,60,5,1,No
53,88,76,87,11,68,10,6,Yes
75,78,44,89,12,64,8,3,No
78,70,67,53,11,58,9,4,Yes
94,67,85,97,0,68,8,0,No
83,53,81,70,5,71,7,0,No
72,81,94,60,3,62,10,2,No
86,52,87,83,8,83,4,1,Yes
60,97,62,79,12,97,4,3,Yes
55,58,77,53,3,76,7,0,No
67,51,91,63,15,54,8,3,No
70,51,62,60,1,64,4,0,No
91,53,85,53,9,61,9,2,No
85,47,57,75,17,73,6,5,Yes
90,58,68,52,11,55,8,2,No
87,61,67,86,10,73,10,3,No
83,94,48,87,7,84,7,5,Yes
66,88,78,90,10,69,6,0,No
86,66,89,53,4,74,7,0,No
74,90,49,75,13,76,5,5,Yes
87,70,41,88,4,72,6,0,No
61,72,52,94,5,50,8,0,No
72,89,77,91,3,67,8,3,No
91,58,66,93,5,73,5,2,No
71,53,94,91,3,80,4,0,No
70,95,80,60,0,50,6,0,No
76,70,59,60,7,83,7,0,No
80,46,79,87,3,60,9,0,No
55,55,49,87,0,62,7,0,No
76,61,55,69,3,72,8,0,No
89,78,54,75,10,79,2,3,Yes
83,63,52,87,0,50,6,0,No
61,83,89,61,6,67,8,1,No
94,62,77,78,13,62,10,4,Yes
56,57,59,63,3,64,7,0,No
59,49,63,99,12,66,9,1,No
94,94,80,74,14,57,10,2,No
66,67,89,91,8,58,10,5,Yes
75,68,46,91,7,73,6,0,No
70,73,62,88,7,70,7,3,No
77,92,63,75,10,59,9,2,No
95,91,68,59,19,73,8,5,Yes
51,52,44,63,7,69,4,0,No
92,70,82,54,15,78,7,0,Yes
50,59,84,71,0,67,8,0,No
85,45,74,60,3,65,7,0,No
75,72,40,78,7,73,10,2,No
78,93,75,56,15,74,7,6,Yes
70,91,90,67,0,65,6,2,No
60,90,57,80,22,98,7,8,Yes
89,58,45,92,7,83,6,3,Yes
60,86,62,69,13,73,7,3,No
85,78,49,84,8,56,9,0,No
98,75,46,56,4,77,9,3,No
88,50,83,79,15,52,8,3,No
89,93,47,53,8,73,6,0,No
84,49,52,79,3,68,5,0,No
83,75,69,79,9,69,7,0,No
96,81,57,79,11,75,7,3,Yes
73,59,53,67,8,55,8,3,No
71,59,50,92,8,57,8,2,No
54,96,99,95,9,56,7,3,No
82,87,81,59,14,62,10,4,Yes
85,49,77,63,6,59,6,5,Yes
96,72,52,85,5,63,4,1,No
69,77,93,72,10,80,6,1,Yes
68,55,81,61,0,80,10,0,No
84,87,83,61,11,63,10,3,No
92,50,72,83,14,73,8,3,No
66,67,89,75,10,71,9,0,No
94,84,52,55,0,51,8,0,No
